eccn_no,part_id,iso_language,beg_eff_dt,last_update_dt,parent_id,end_eff_dt,eccn_desc,iso_country,unit,notes,AT
6A002.a.3.c         ,US_ECCN_6A002A3C,EN,1/1/1980,10/9/2016,US_ECCN_6A002,1/1/2050,"a.3.c. Non-""space-qualified"" non-linear (2-dimensional) ""focal plane arrays"" having individual elements with a peak response in the wavelength range exceeding 1,200 nm but not exceeding 30,000 nm;  ",US,n/a,"Technical Note: Linear or two-dimensional multi-element detector arrays are referred to as ""focal plane arrays"";  Note 1: 6A002.a.3 includes photoconductive arrays and photovoltaic arrays.  Note 2: 6A002.a.3 does not control:  a. Multi-element (not to exceed 16 elements) encapsulated photoconductive cells using either lead sulphide or lead selenide;  b. Pyroelectric detectors using any of the following:  b.1. Triglycine sulphate and variants;  b.2. Lead-lanthanum-zirconium titanate and variants;  b.3. Lithium tantalate;  b.4. Polyvinylidene fluoride and variants; or  b.5. Strontium barium niobate and variants.  c. ""Focal plane arrays"" ""specially designed"" or modified to achieve 'charge multiplication' and limited by design to have a maximum ""radiant sensitivity"" of 10 mA/W or less for wavelengths exceeding 760 nm, having all of the following:  c.1. Incorporating a response limiting mechanism designed not to be removed or modified; and  c.2. Any of the following:  c.2.a. The response limiting mechanism is integral to or combined with the detector element; or  c.2.b. The ""focal plane array"" is only operable with the response limiting mechanism in place.  d. Thermopile arrays having less than 5,130 elements;  Technical Note: A response limiting mechanism integral to the detector element is designed not to be removed or modified without rendering the detector inoperable.",
6A002.a.3.d         ,US_ECCN_6A002A3D,EN,1/1/1980,10/9/2016,US_ECCN_6A002,1/1/2050,"a.3.d. Non-""space-qualified"" linear (1-dimensional) ""focal plane arrays"" having all of the following: a.3.d.1. Individual elements with a peak response in the wavelength range exceeding 1,200 nm but not exceeding 3,000 nm; and a.3.d.2. Any of the following: a.3.d.2.a. A ratio of ""scan direction"" dimension of the detector element to the ""cross-scan direction"" dimension of the detector element of less than 3.8; or a.3.d.2.b. Signal processing in the detector elements;  ",US,n/a,"For the purposes of 6A002.a.3.d, 'cross-scan direction' is defined as the axis parallel to the linear array of detector elements and the 'scan direction' is defined as the axis perpendicular to the linear array of detector elements.  Technical Note: Linear or two-dimensional multi-element detector arrays are referred to as ""focal plane arrays"";  Note 1: 6A002.a.3 includes photoconductive arrays and photovoltaic arrays.  Note 2: 6A002.a.3 does not control:  a. Multi-element (not to exceed 16 elements) encapsulated photoconductive cells using either lead sulphide or lead selenide;  b. Pyroelectric detectors using any of the following:  b.1. Triglycine sulphate and variants;  b.2. Lead-lanthanum-zirconium titanate and variants;  b.3. Lithium tantalate;  b.4. Polyvinylidene fluoride and variants; or  b.5. Strontium barium niobate and variants.  c. ""Focal plane arrays"" ""specially designed"" or modified to achieve 'charge multiplication' and limited by design to have a maximum ""radiant sensitivity"" of 10 mA/W or less for wavelengths exceeding 760 nm, having all of the following:  c.1. Incorporating a response limiting mechanism designed not to be removed or modified; and  c.2. Any of the following:  c.2.a. The response limiting mechanism is integral to or combined with the detector element; or  c.2.b. The ""focal plane array"" is only operable with the response limiting mechanism in place.  d. Thermopile arrays having less than 5,130 elements;  Technical Note: A response limiting mechanism integral to the detector element is designed not to be removed or modified without rendering the detector inoperable.",
6A002.a.3.e         ,US_ECCN_6A002A3E,EN,1/1/1980,10/9/2016,US_ECCN_6A002,1/1/2050,"a.3.e. Non-""space-qualified"" linear (1-dimensional) ""focal plane arrays"" having individual elements with a peak response in the wavelength range exceeding 3,000 nm but not exceeding 30,000 nm;",US,n/a,"Technical Note: Linear or two-dimensional multi-element detector arrays are referred to as ""focal plane arrays"";  Note 1: 6A002.a.3 includes photoconductive arrays and photovoltaic arrays.  Note 2: 6A002.a.3 does not control:  a. Multi-element (not to exceed 16 elements) encapsulated photoconductive cells using either lead sulphide or lead selenide;  b. Pyroelectric detectors using any of the following:  b.1. Triglycine sulphate and variants;  b.2. Lead-lanthanum-zirconium titanate and variants;  b.3. Lithium tantalate;  b.4. Polyvinylidene fluoride and variants; or  b.5. Strontium barium niobate and variants.  c. ""Focal plane arrays"" ""specially designed"" or modified to achieve 'charge multiplication' and limited by design to have a maximum ""radiant sensitivity"" of 10 mA/W or less for wavelengths exceeding 760 nm, having all of the following:  c.1. Incorporating a response limiting mechanism designed not to be removed or modified; and  c.2. Any of the following:  c.2.a. The response limiting mechanism is integral to or combined with the detector element; or  c.2.b. The ""focal plane array"" is only operable with the response limiting mechanism in place.  d. Thermopile arrays having less than 5,130 elements;  Technical Note: A response limiting mechanism integral to the detector element is designed not to be removed or modified without rendering the detector inoperable.",
6A002.a.3.f         ,US_ECCN_6A002A3F,EN,1/1/1980,10/9/2016,US_ECCN_6A002,1/1/2050,"a.3.f. Non-""space-qualified"" non-linear (2-dimensional) infrared ""focal plane arrays"" based on ""microbolometer"" material having individual elements with an unfiltered response in the wavelength range equal to or exceeding 8,000 nm but not exceeding 14,000 nm;",US,n/a,"For the purposes of 6A002.a.3.f, 'microbolometer' is defined as a thermal imaging detector that, as a result of a temperature change in the detector caused by the absorption of infrared radiation, is used to generate any usable signal.  Technical Note: Linear or two-dimensional multi-element detector arrays are referred to as ""focal plane arrays"";  Note 1: 6A002.a.3 includes photoconductive arrays and photovoltaic arrays.  Note 2: 6A002.a.3 does not control:  a. Multi-element (not to exceed 16 elements) encapsulated photoconductive cells using either lead sulphide or lead selenide;  b. Pyroelectric detectors using any of the following:  b.1. Triglycine sulphate and variants;  b.2. Lead-lanthanum-zirconium titanate and variants;  b.3. Lithium tantalate;  b.4. Polyvinylidene fluoride and variants; or  b.5. Strontium barium niobate and variants.  c. ""Focal plane arrays"" ""specially designed"" or modified to achieve 'charge multiplication' and limited by design to have a maximum ""radiant sensitivity"" of 10 mA/W or less for wavelengths exceeding 760 nm, having all of the following:  c.1. Incorporating a response limiting mechanism designed not to be removed or modified; and  c.2. Any of the following:  c.2.a. The response limiting mechanism is integral to or combined with the detector element; or  c.2.b. The ""focal plane array"" is only operable with the response limiting mechanism in place.  d. Thermopile arrays having less than 5,130 elements;  Technical Note: A response limiting mechanism integral to the detector element is designed not to be removed or modified without rendering the detector inoperable.",
6A002.a.3.g         ,US_ECCN_6A002A3G,EN,8/6/2012,10/9/2016,US_ECCN_6A002,1/1/2050,"a.3.g. Non-""space-qualified"" ""focal plane arrays"" having all of the following: a.3.g.1. Individual detector elements with a peak response in the wavelength range exceeding 400 nm but not exceeding 900 nm; a.3.g.2. ""specially designed"" or modified to achieve ""charge multiplication"" and having a maximum ""radiant sensitivity"" exceeding 10 mA/W for wavelengths exceeding 760 nm; and a.3.g.3. Greater than 32 elements;",US,n/a,"Technical Note: Linear or two-dimensional multi-element detector arrays are referred to as ""focal plane arrays"";  Note 1: 6A002.a.3 includes photoconductive arrays and photovoltaic arrays.  Note 2: 6A002.a.3 does not control:  a. Multi-element (not to exceed 16 elements) encapsulated photoconductive cells using either lead sulphide or lead selenide;  b. Pyroelectric detectors using any of the following:  b.1. Triglycine sulphate and variants;  b.2. Lead-lanthanum-zirconium titanate and variants;  b.3. Lithium tantalate;  b.4. Polyvinylidene fluoride and variants; or  b.5. Strontium barium niobate and variants.  c. ""Focal plane arrays"" ""specially designed"" or modified to achieve 'charge multiplication' and limited by design to have a maximum ""radiant sensitivity"" of 10 mA/W or less for wavelengths exceeding 760 nm, having all of the following:  c.1. Incorporating a response limiting mechanism designed not to be removed or modified; and  c.2. Any of the following:  c.2.a. The response limiting mechanism is integral to or combined with the detector element; or  c.2.b. The ""focal plane array"" is only operable with the response limiting mechanism in place.  d. Thermopile arrays having less than 5,130 elements;  Technical Note: A response limiting mechanism integral to the detector element is designed not to be removed or modified without rendering the detector inoperable.",
6A002.b.1           ,US_ECCN_6A002B1,EN,1/1/1980,7/14/2014,US_ECCN_6A002,1/1/2050,"b. ""Monospectral imaging sensors"" and ""multispectral imaging sensors"", designed for remote sensing applications and having any of the following:  b.1. An Instantaneous-Field-Of-View (IFOV) of less than 200 [mu]rad (microradians); or",US,n/a,,
6A002.b.2           ,US_ECCN_6A002B2,EN,10/20/2008,7/14/2014,US_ECCN_6A002,1/1/2050,"b.2. Specified for operation in the wavelength range exceeding 400 nm but not exceeding 30,000 nm and having all the following:  b.2.a. Providing output imaging data in digital format; and b.2.b. Having any of the following characteristics: b.2.b.1. ""Space-qualified""; or b.2.b.2. Designed for airborne operation, using other than silicon detectors, and having an IFOV of less than 2.5 mrad (milliradians);",US,n/a,"6A002.b.1 does not control ""monospectral imaging sensors'' with a peak response in the wavelength range exceeding 300 nm but not exceeding 900 nm and only incorporating any of the following non-""space-qualified'' detectors or non-""space-qualified'' ""focal plane arrays'':  a. Charge Coupled Devices (CCD) not designed or modified to achieve 'charge multiplication'; or  b. Complementary Metal Oxide Semiconductor (CMOS) devices not designed or modified to achieve 'charge multiplication'.",
6A002.c             ,US_ECCN_6A002C,EN,1/1/1980,7/14/2014,US_ECCN_6A002,1/1/2050,"c. ""Direct view"" imaging equipment incorporating any of the following: c.1. Image intensifier tubes having the characteristics listed in 6A002.a.2.a or 6A002.a.2.b; c.2. ""Focal plane arrays"" having the characteristics listed in 6A002.a.3; or c.3. Solid state detectors specified by 6A002.a.1;",US,n/a,"Technical Note: 'Direct view' refers to imaging equipment that presents a visual image to a human observer without converting the image into an electronic signal for television display, and that cannot record or store the image photographically, electronically or by any other means.  Note: 6A002.c does not control equipment as follows, when incorporating other than GaAs or GaInAs photocathodes:  a. Industrial or civilian intrusion alarm, traffic or industrial movement control or counting systems; b. Medical equipment;  c. Industrial equipment used for inspection, sorting or analysis of the properties of materials;  d. Flame detectors for industrial furnaces;  e. Equipment specially designed for laboratory use.",
6A002.d.1           ,US_ECCN_6A002D1,EN,1/1/1980,7/14/2014,US_ECCN_6A002,1/1/2050,"d. Special support ""components"" for optical sensors, as follows:  d.1. ""Space-qualified"" cryocoolers;",US,n/a,,
6A002.d.2.a         ,US_ECCN_6A002D2A,EN,10/20/2008,7/14/2014,US_ECCN_6A002,1/1/2050,"d.2. Non-""space-qualified"" cryocoolers having a cooling source temperature below 218K (-55 [deg]C), as follows:  d.2.a. Closed cycle type with a specified Mean-Time-To-Failure (MTTF) or Mean-Time-Between-Failures (MTBF), exceeding 2,500 hours;",US,n/a,,
6A002.d.2.b         ,US_ECCN_6A002D2B,EN,10/20/2008,7/14/2014,US_ECCN_6A002,1/1/2050,"d. Special support components for optical sensors, as follows:  d.2.b. Joule-Thomson (JT) self-regulating minicoolers having bore (outside) diameters of less than 8 mm;",US,n/a,,
6A002.d.3           ,US_ECCN_6A002D3,EN,10/20/2008,7/14/2014,US_ECCN_6A002,1/1/2050,"d. Special support components for optical sensors, as follows:  d.3. Optical sensing fibers specially fabricated either compositionally or structurally, or modified by coating, to be acoustically, thermally, inertially, electromagnetically or nuclear radiation sensitive.  ",US,n/a,Note: 6A002.d.3 does not apply to encapsulated optical sensin,
6A002.f             ,US_ECCN_6A002F,EN,11/1/2018,11/1/2018,US_ECCN_6A002,1/1/2050,f. 'Read-Out Integrated Circuits' ('ROIC') specially designed for focal plane arrays specified by 6A002.a.3.  ,US,n/a," 'Read-Out Integrated Circuit' ('ROIC') is an integrated circuit designed to underlie or be bonded to a focal plane array (FPA) and used to read-out (i.e., extract and register) signals produced by the detector elements. At a minimum the 'ROIC' reads the charge from the detector elements by extracting the charge and applying a multiplexing function in a manner that retains the relative spatial position and orientation information of the detector elements for processing inside or outside the 'ROIC'.",
